Species,dataset,PC,Variance_Percentage
Costus,singlecopy,PC22,1.59
Costus,singlecopy,PC23,1.3
Costus,singlecopy,PC24,0
Diprion,353_super,PC1,8.41
Diprion,353_super,PC2,5.65
Diprion,353_super,PC3,4.05
Diprion,353_super,PC4,3.67
Diprion,353_super,PC5,2.87
Diprion,353_super,PC6,2.81
Diprion,353_super,PC7,2.66
Diprion,353_super,PC8,2.39
Diprion,353_super,PC9,2.28
Diprion,353_super,PC10,2.2
Diprion,353_super,PC11,2.15
Diprion,353_super,PC12,2.06
Diprion,353_super,PC13,1.9
Diprion,353_super,PC14,1.87
Diprion,353_super,PC15,1.79
Diprion,353_super,PC16,1.76
Diprion,353_super,PC17,1.72
Diprion,353_super,PC18,1.63
Diprion,353_super,PC19,1.6
Diprion,353_super,PC20,1.53
Diprion,353_super,PC21,1.48
Diprion,353_super,PC22,1.46
Diprion,353_super,PC23,1.43
Diprion,353_super,PC24,1.41
Diprion,353_super,PC25,1.38
Diprion,353_super,PC26,1.35
Diprion,353_super,PC27,1.32
Diprion,353_super,PC28,1.26
Diprion,353_super,PC29,1.23
Diprion,353_super,PC30,1.22
Diprion,353_super,PC31,1.21
Diprion,353_super,PC32,1.16
Diprion,SCsuper,PC1,5.94
Diprion,SCsuper,PC2,4.04
Diprion,SCsuper,PC3,3.24
Diprion,SCsuper,PC4,2.65
Diprion,SCsuper,PC5,2.51
Diprion,SCsuper,PC6,2.19
Diprion,SCsuper,PC7,2.05
Diprion,SCsuper,PC8,1.98
Diprion,SCsuper,PC9,1.81
Diprion,SCsuper,PC10,1.78
Diprion,SCsuper,PC11,1.7
Diprion,SCsuper,PC12,1.64
Diprion,SCsuper,PC13,1.6
Diprion,SCsuper,PC14,1.59
Diprion,SCsuper,PC15,1.57
Diprion,SCsuper,PC16,1.51
Diprion,SCsuper,PC17,1.47
Diprion,SCsuper,PC18,1.45
Diprion,SCsuper,PC19,1.4
Diprion,SCsuper,PC20,1.38
Diprion,SCsuper,PC21,1.37
Diprion,SCsuper,PC22,1.36
Diprion,SCsuper,PC23,1.35
Diprion,SCsuper,PC24,1.33
Diprion,SCsuper,PC25,1.31
Diprion,SCsuper,PC26,1.3
Diprion,SCsuper,PC27,1.28
Diprion,SCsuper,PC28,1.26
Diprion,SCsuper,PC29,1.25
Diprion,SCsuper,PC30,1.24
Diprion,SCsuper,PC31,1.23
Diprion,SCsuper,PC32,1.22
Diprion,353_gene,PC1,26.98
Diprion,353_gene,PC2,17.56
Diprion,353_gene,PC3,16.73
Diprion,353_gene,PC4,14.54
Diprion,353_gene,PC5,10.78
Diprion,353_gene,PC6,7.61
Diprion,353_gene,PC7,5.8
Diprion,353_gene,PC8,0
Diprion,353_gene,PC9,0
Diprion,353_gene,PC10,0
Diprion,353_gene,PC11,0
Diprion,353_gene,PC12,0
Diprion,353_gene,PC13,0
Diprion,353_gene,PC14,0
Diprion,353_gene,PC15,0
Diprion,353_gene,PC16,0
Diprion,353_gene,PC17,0
Diprion,353_gene,PC18,0
Diprion,353_gene,PC19,0
Diprion,353_gene,PC20,0
Diprion,353_gene,PC21,0
Diprion,353_gene,PC22,0
Diprion,353_gene,PC23,0
Diprion,353_gene,PC24,0
Diprion,353_gene,PC25,0
Diprion,353_gene,PC26,0
Diprion,353_gene,PC27,0
Diprion,353_gene,PC28,0
Diprion,353_gene,PC29,0
Diprion,353_gene,PC30,0
Diprion,353_gene,PC31,0
Diprion,353_gene,PC32,0
Diprion,singlecopy,PC1,7.34
Diprion,singlecopy,PC2,4.88
Diprion,singlecopy,PC3,3.57
Diprion,singlecopy,PC4,3.06
Diprion,singlecopy,PC5,2.61
Diprion,singlecopy,PC6,2.43
Diprion,singlecopy,PC7,2.37
Diprion,singlecopy,PC8,2.09
Diprion,singlecopy,PC9,2.01
Diprion,singlecopy,PC10,1.97
Diprion,singlecopy,PC11,1.92
Diprion,singlecopy,PC12,1.86
Diprion,singlecopy,PC13,1.8
Diprion,singlecopy,PC14,1.71
Diprion,singlecopy,PC15,1.62
Diprion,singlecopy,PC16,1.55
Diprion,singlecopy,PC17,1.54
Diprion,singlecopy,PC18,1.52
Diprion,singlecopy,PC19,1.47
Diprion,singlecopy,PC20,1.45
Diprion,singlecopy,PC21,1.42
Diprion,singlecopy,PC22,1.41
Diprion,singlecopy,PC23,1.39
Diprion,singlecopy,PC24,1.37
Diprion,singlecopy,PC25,1.35
Diprion,singlecopy,PC26,1.33
Diprion,singlecopy,PC27,1.33
Diprion,singlecopy,PC28,1.31
Diprion,singlecopy,PC29,1.29
Diprion,singlecopy,PC30,1.28
Diprion,singlecopy,PC31,1.26
Diprion,singlecopy,PC32,1.25
Diprion,genome,PC1,8.45
Diprion,genome,PC2,6.3
Diprion,genome,PC3,4.4
Diprion,genome,PC4,2.8
Diprion,genome,PC5,2.58
Diprion,genome,PC6,2.44
Diprion,genome,PC7,2.28
Diprion,genome,PC8,2.09
Diprion,genome,PC9,1.82
Diprion,genome,PC10,1.76
Diprion,genome,PC11,1.68
Diprion,genome,PC12,1.66
Diprion,genome,PC13,1.6
Diprion,genome,PC14,1.55
Diprion,genome,PC15,1.52
Diprion,genome,PC16,1.5
Diprion,genome,PC17,1.42
Diprion,genome,PC18,1.4
Diprion,genome,PC19,1.38
Diprion,genome,PC20,1.37
Diprion,genome,PC21,1.34
Diprion,genome,PC22,1.33
Diprion,genome,PC23,1.31
Diprion,genome,PC24,1.29
Diprion,genome,PC25,1.25
Diprion,genome,PC26,1.23
Diprion,genome,PC27,1.23
Diprion,genome,PC28,1.2
Diprion,genome,PC29,1.17
Diprion,genome,PC30,1.16
Diprion,genome,PC31,1.14
Diprion,genome,PC32,1.12
Diprion,BUSCOsuper,PC1,6.56
Diprion,BUSCOsuper,PC2,4.64
Diprion,BUSCOsuper,PC3,3.71
Diprion,BUSCOsuper,PC4,3.02
Diprion,BUSCOsuper,PC5,2.43
Diprion,BUSCOsuper,PC6,2.39
Diprion,BUSCOsuper,PC7,2.2
Diprion,BUSCOsuper,PC8,2.13
Diprion,BUSCOsuper,PC9,1.92
Diprion,BUSCOsuper,PC10,1.86
Diprion,BUSCOsuper,PC11,1.78
Diprion,BUSCOsuper,PC12,1.72
Diprion,BUSCOsuper,PC13,1.68
Diprion,BUSCOsuper,PC14,1.64
Diprion,BUSCOsuper,PC15,1.58
Diprion,BUSCOsuper,PC16,1.55
Diprion,BUSCOsuper,PC17,1.48
Diprion,BUSCOsuper,PC18,1.44
Diprion,BUSCOsuper,PC19,1.44
Diprion,BUSCOsuper,PC20,1.41
Diprion,BUSCOsuper,PC21,1.37
Diprion,BUSCOsuper,PC22,1.35
Diprion,BUSCOsuper,PC23,1.33
Diprion,BUSCOsuper,PC24,1.33
Diprion,BUSCOsuper,PC25,1.31
Diprion,BUSCOsuper,PC26,1.29
Diprion,BUSCOsuper,PC27,1.27
Diprion,BUSCOsuper,PC28,1.26
Diprion,BUSCOsuper,PC29,1.23
Diprion,BUSCOsuper,PC30,1.22
Diprion,BUSCOsuper,PC31,1.2
Diprion,BUSCOsuper,PC32,1.2
Diprion,BUSCO,PC1,9.15
Diprion,BUSCO,PC2,6.49
Diprion,BUSCO,PC3,4.24
Diprion,BUSCO,PC4,3.74
Diprion,BUSCO,PC5,3.09
Diprion,BUSCO,PC6,3.07
Diprion,BUSCO,PC7,2.64
Diprion,BUSCO,PC8,2.36
Diprion,BUSCO,PC9,2.06
Diprion,BUSCO,PC10,1.99
Diprion,BUSCO,PC11,1.95
Diprion,BUSCO,PC12,1.94
Diprion,BUSCO,PC13,1.79
Diprion,BUSCO,PC14,1.76
Diprion,BUSCO,PC15,1.66
Diprion,BUSCO,PC16,1.59
Diprion,BUSCO,PC17,1.57
Diprion,BUSCO,PC18,1.5
Diprion,BUSCO,PC19,1.44
Diprion,BUSCO,PC20,1.41
Diprion,BUSCO,PC21,1.37
Diprion,BUSCO,PC22,1.35
Diprion,BUSCO,PC23,1.35
Diprion,BUSCO,PC24,1.31
Diprion,BUSCO,PC25,1.3
Diprion,BUSCO,PC26,1.26
Diprion,BUSCO,PC27,1.22
Diprion,BUSCO,PC28,1.19
Diprion,BUSCO,PC29,1.18
Diprion,BUSCO,PC30,1.15
Diprion,BUSCO,PC31,1.13
Diprion,BUSCO,PC32,1.12
Fragaria,353_super,PC1,43.7
Fragaria,353_super,PC2,15.65
Fragaria,353_super,PC3,4.22
Fragaria,353_super,PC4,3.79
Fragaria,353_super,PC5,3.66
Fragaria,353_super,PC6,2.96
Fragaria,353_super,PC7,2.68
Fragaria,353_super,PC8,2.57
Fragaria,353_super,PC9,2.3
Fragaria,353_super,PC10,2.08
Fragaria,353_super,PC11,1.98
Fragaria,353_super,PC12,1.7
Fragaria,353_super,PC13,1.57
Fragaria,353_super,PC14,1.53
Fragaria,353_super,PC15,1.46
Fragaria,353_super,PC16,1.42
Fragaria,353_super,PC17,1.25
Fragaria,353_super,PC18,1.13
Fragaria,353_super,PC19,1.1
Fragaria,353_super,PC20,0.96
Fragaria,353_super,PC21,0.78
Fragaria,353_super,PC22,0.64
Fragaria,353_super,PC23,0.33
Fragaria,353_super,PC24,0.29
Fragaria,353_super,PC25,0.24
Fragaria,353_super,PC26,0
Fragaria,353_gene,PC1,46.73
Fragaria,353_gene,PC2,12.74
Fragaria,353_gene,PC3,4.78
Fragaria,353_gene,PC4,3.73
Fragaria,353_gene,PC5,3.15
Fragaria,353_gene,PC6,3.05
Fragaria,353_gene,PC7,2.37
Fragaria,353_gene,PC8,2.2
Fragaria,353_gene,PC9,2.15
Fragaria,353_gene,PC10,1.97
Fragaria,353_gene,PC11,1.88
Fragaria,353_gene,PC12,1.69
Fragaria,353_gene,PC13,1.55
Fragaria,353_gene,PC14,1.47
Fragaria,353_gene,PC15,1.41
Fragaria,353_gene,PC16,1.29
Fragaria,353_gene,PC17,1.25
Fragaria,353_gene,PC18,1.15
Fragaria,353_gene,PC19,1.13
Fragaria,353_gene,PC20,1.11
Fragaria,353_gene,PC21,0.95
Fragaria,353_gene,PC22,0.8
Fragaria,353_gene,PC23,0.6
Fragaria,353_gene,PC24,0.48
Fragaria,353_gene,PC25,0.37
Fragaria,353_gene,PC26,0
Fragaria,BUSCO,PC1,74.03
Fragaria,BUSCO,PC2,4.45
Fragaria,BUSCO,PC3,3.05
Fragaria,BUSCO,PC4,2.14
Fragaria,BUSCO,PC5,1.71
Fragaria,BUSCO,PC6,1.52
Fragaria,BUSCO,PC7,1.29
Fragaria,BUSCO,PC8,1.18
Fragaria,BUSCO,PC9,1.01
Fragaria,BUSCO,PC10,0.99
Fragaria,BUSCO,PC11,0.92
Fragaria,BUSCO,PC12,0.85
Fragaria,BUSCO,PC13,0.8
Fragaria,BUSCO,PC14,0.77
Fragaria,BUSCO,PC15,0.73
Fragaria,BUSCO,PC16,0.67
Fragaria,BUSCO,PC17,0.61
Fragaria,BUSCO,PC18,0.59
Fragaria,BUSCO,PC19,0.56
Fragaria,BUSCO,PC20,0.55
Fragaria,BUSCO,PC21,0.5
Fragaria,BUSCO,PC22,0.46
Fragaria,BUSCO,PC23,0.24
Fragaria,BUSCO,PC24,0.22
Fragaria,BUSCO,PC25,0.16
Fragaria,BUSCO,PC26,0
Fragaria,BUSCOsuper,PC1,42.49
Fragaria,BUSCOsuper,PC2,15.43
Fragaria,BUSCOsuper,PC3,4.38
Fragaria,BUSCOsuper,PC4,3.88
Fragaria,BUSCOsuper,PC5,3.43
Fragaria,BUSCOsuper,PC6,2.97
Fragaria,BUSCOsuper,PC7,2.69
Fragaria,BUSCOsuper,PC8,2.6
Fragaria,BUSCOsuper,PC9,2.56
Fragaria,BUSCOsuper,PC10,2.23
Fragaria,BUSCOsuper,PC11,2.2
Fragaria,BUSCOsuper,PC12,1.81
Fragaria,BUSCOsuper,PC13,1.7
Fragaria,BUSCOsuper,PC14,1.67
Fragaria,BUSCOsuper,PC15,1.66
Fragaria,BUSCOsuper,PC16,1.43
Fragaria,BUSCOsuper,PC17,1.33
Fragaria,BUSCOsuper,PC18,1.2
Fragaria,BUSCOsuper,PC19,1.13
Fragaria,BUSCOsuper,PC20,1.01
Fragaria,BUSCOsuper,PC21,0.83
Fragaria,BUSCOsuper,PC22,0.63
Fragaria,BUSCOsuper,PC23,0.35
Fragaria,BUSCOsuper,PC24,0.21
Fragaria,BUSCOsuper,PC25,0.21
Fragaria,BUSCOsuper,PC26,0
Fragaria,SCsuper,PC1,40.46
Fragaria,SCsuper,PC2,14.21
Fragaria,SCsuper,PC3,4.29
Fragaria,SCsuper,PC4,3.78
Fragaria,SCsuper,PC5,3.52
Fragaria,SCsuper,PC6,2.92
Fragaria,SCsuper,PC7,2.79
Fragaria,SCsuper,PC8,2.63
Fragaria,SCsuper,PC9,2.46
Fragaria,SCsuper,PC10,2.39
Fragaria,SCsuper,PC11,2.23
Fragaria,SCsuper,PC12,1.91
Fragaria,SCsuper,PC13,1.89
Fragaria,SCsuper,PC14,1.82
Fragaria,SCsuper,PC15,1.77
Fragaria,SCsuper,PC16,1.68
Fragaria,SCsuper,PC17,1.56
Fragaria,SCsuper,PC18,1.47
Fragaria,SCsuper,PC19,1.34
Fragaria,SCsuper,PC20,1.26
Fragaria,SCsuper,PC21,1.11
Fragaria,SCsuper,PC22,0.84
Fragaria,SCsuper,PC23,0.62
Fragaria,SCsuper,PC24,0.58
Fragaria,SCsuper,PC25,0.49
Fragaria,SCsuper,PC26,0
Fragaria,singlecopy,PC1,44.24
Fragaria,singlecopy,PC2,13.9
Fragaria,singlecopy,PC3,4.26
Fragaria,singlecopy,PC4,3.46
Fragaria,singlecopy,PC5,3.23
Fragaria,singlecopy,PC6,2.74
Fragaria,singlecopy,PC7,2.65
Fragaria,singlecopy,PC8,2.35
Fragaria,singlecopy,PC9,2.22
Fragaria,singlecopy,PC10,2.2
Fragaria,singlecopy,PC11,2.1
Fragaria,singlecopy,PC12,1.8
Fragaria,singlecopy,PC13,1.72
Fragaria,singlecopy,PC14,1.67
Fragaria,singlecopy,PC15,1.62
Fragaria,singlecopy,PC16,1.48
Fragaria,singlecopy,PC17,1.36
Fragaria,singlecopy,PC18,1.25
Fragaria,singlecopy,PC19,1.21
Fragaria,singlecopy,PC20,1.16
Fragaria,singlecopy,PC21,1.02
Fragaria,singlecopy,PC22,0.83
Fragaria,singlecopy,PC23,0.56
Fragaria,singlecopy,PC24,0.51
Fragaria,singlecopy,PC25,0.46
Fragaria,singlecopy,PC26,0
Fragaria,genome,PC1,35.7
Fragaria,genome,PC2,11.11
Fragaria,genome,PC3,4.25
Fragaria,genome,PC4,4.13
Fragaria,genome,PC5,3.79
Fragaria,genome,PC6,3.06
Fragaria,genome,PC7,2.94
Fragaria,genome,PC8,2.91
Fragaria,genome,PC9,2.74
Fragaria,genome,PC10,2.63
Fragaria,genome,PC11,2.38
Fragaria,genome,PC12,2.33
Fragaria,genome,PC13,2.31
Fragaria,genome,PC14,2.26
Fragaria,genome,PC15,2.14
Fragaria,genome,PC16,2.09
Fragaria,genome,PC17,2.05
Fragaria,genome,PC18,1.93
Fragaria,genome,PC19,1.73
Fragaria,genome,PC20,1.65
Fragaria,genome,PC21,1.48
Fragaria,genome,PC22,1.32
Fragaria,genome,PC23,1.11
Fragaria,genome,PC24,1.01
Fragaria,genome,PC25,0.98
Fragaria,genome,PC26,0
Geospiza,353_gene,PC1,37.68
Geospiza,353_gene,PC2,23.07
Geospiza,353_gene,PC3,13.59
Geospiza,353_gene,PC4,10.42
Geospiza,353_gene,PC5,5.92
Geospiza,353_gene,PC6,4.4
Geospiza,353_gene,PC7,2.7
Geospiza,353_gene,PC8,2.22
Geospiza,353_gene,PC9,0
Geospiza,353_gene,PC10,0
Geospiza,353_gene,PC11,0
Geospiza,353_gene,PC12,0
Geospiza,353_gene,PC13,0
Geospiza,353_gene,PC14,0
Geospiza,353_gene,PC15,0
Geospiza,353_gene,PC16,0
Geospiza,353_gene,PC17,0
Geospiza,353_gene,PC18,0
Geospiza,353_gene,PC19,0
Geospiza,353_gene,PC20,0
Geospiza,353_gene,PC21,0
Geospiza,353_gene,PC22,0
Geospiza,353_gene,PC23,0
Geospiza,353_gene,PC24,0
Geospiza,353_gene,PC25,0
Geospiza,353_gene,PC26,0
Geospiza,353_gene,PC27,0
Geospiza,353_gene,PC28,0
Geospiza,353_gene,PC29,0
Geospiza,353_gene,PC30,0
Geospiza,353_gene,PC31,0
Geospiza,353_gene,PC32,0
Geospiza,SCsuper,PC1,9.93
Geospiza,SCsuper,PC2,5.91
Geospiza,SCsuper,PC3,5.11
Geospiza,SCsuper,PC4,4.45
Geospiza,SCsuper,PC5,4.19
Geospiza,SCsuper,PC6,3.83
Geospiza,SCsuper,PC7,3.73
Geospiza,SCsuper,PC8,3.55
Geospiza,SCsuper,PC9,3.41
Geospiza,SCsuper,PC10,3.13
Geospiza,SCsuper,PC11,3.09
Geospiza,SCsuper,PC12,2.99
Geospiza,SCsuper,PC13,2.81
Geospiza,SCsuper,PC14,2.7
Geospiza,SCsuper,PC15,2.6
Geospiza,SCsuper,PC16,2.57
Geospiza,SCsuper,PC17,2.54
Geospiza,SCsuper,PC18,2.52
Geospiza,SCsuper,PC19,2.49
Geospiza,SCsuper,PC20,2.44
Geospiza,SCsuper,PC21,2.38
Geospiza,SCsuper,PC22,2.32
Geospiza,SCsuper,PC23,2.3
Geospiza,SCsuper,PC24,2.27
Geospiza,SCsuper,PC25,2.24
Geospiza,SCsuper,PC26,2.21
Geospiza,SCsuper,PC27,2.18
Geospiza,SCsuper,PC28,2.17
Geospiza,SCsuper,PC29,2.14
Geospiza,SCsuper,PC30,2.08
Geospiza,SCsuper,PC31,2
Geospiza,SCsuper,PC32,1.72
Geospiza,genome,PC1,17.71
Geospiza,genome,PC2,11.64
Geospiza,genome,PC3,9.03
Geospiza,genome,PC4,8.92
Geospiza,genome,PC5,7.8
Geospiza,genome,PC6,6.47
Geospiza,genome,PC7,6.04
Geospiza,genome,PC8,4.17
Geospiza,genome,PC9,3.9
Geospiza,genome,PC10,3.06
Geospiza,genome,PC11,2.76
Geospiza,genome,PC12,2.31
Geospiza,genome,PC13,1.97
Geospiza,genome,PC14,1.47
Geospiza,genome,PC15,1.45
Geospiza,genome,PC16,1.43
Geospiza,genome,PC17,1.29
Geospiza,genome,PC18,1.05
Geospiza,genome,PC19,0.96
Geospiza,genome,PC20,0.83
Geospiza,genome,PC21,0.7
Geospiza,genome,PC22,0.67
Geospiza,genome,PC23,0.64
Geospiza,genome,PC24,0.61
Geospiza,genome,PC25,0.49
Geospiza,genome,PC26,0.42
Geospiza,genome,PC27,0.42
Geospiza,genome,PC28,0.41
Geospiza,genome,PC29,0.38
Geospiza,genome,PC30,0.37
Geospiza,genome,PC31,0.34
Geospiza,genome,PC32,0.3
Geospiza,BUSCOsuper,PC1,17.11
Geospiza,BUSCOsuper,PC2,7.69
Geospiza,BUSCOsuper,PC3,6.04
Geospiza,BUSCOsuper,PC4,5.52
Geospiza,BUSCOsuper,PC5,4.69
Geospiza,BUSCOsuper,PC6,4.39
Geospiza,BUSCOsuper,PC7,4
Geospiza,BUSCOsuper,PC8,3.31
Geospiza,BUSCOsuper,PC9,3.13
Geospiza,BUSCOsuper,PC10,2.89
Geospiza,BUSCOsuper,PC11,2.74
Geospiza,BUSCOsuper,PC12,2.57
Geospiza,BUSCOsuper,PC13,2.3
Geospiza,BUSCOsuper,PC14,2.21
Geospiza,BUSCOsuper,PC15,2.18
Geospiza,BUSCOsuper,PC16,2.13
Geospiza,BUSCOsuper,PC17,2.07
Geospiza,BUSCOsuper,PC18,2.04
Geospiza,BUSCOsuper,PC19,1.96
Geospiza,BUSCOsuper,PC20,1.95
Geospiza,BUSCOsuper,PC21,1.85
Geospiza,BUSCOsuper,PC22,1.81
Geospiza,BUSCOsuper,PC23,1.77
Geospiza,BUSCOsuper,PC24,1.75
Geospiza,BUSCOsuper,PC25,1.66
Geospiza,BUSCOsuper,PC26,1.59
Geospiza,BUSCOsuper,PC27,1.54
Geospiza,BUSCOsuper,PC28,1.5
Geospiza,BUSCOsuper,PC29,1.45
Geospiza,BUSCOsuper,PC30,1.45
Geospiza,BUSCOsuper,PC31,1.42
Geospiza,BUSCOsuper,PC32,1.29
Geospiza,BUSCO,PC1,19.49
Geospiza,BUSCO,PC2,8.44
Geospiza,BUSCO,PC3,6.28
Geospiza,BUSCO,PC4,5.78
Geospiza,BUSCO,PC5,4.57
Geospiza,BUSCO,PC6,4.24
Geospiza,BUSCO,PC7,3.65
Geospiza,BUSCO,PC8,3.46
Geospiza,BUSCO,PC9,3.11
Geospiza,BUSCO,PC10,2.71
Geospiza,BUSCO,PC11,2.38
Geospiza,BUSCO,PC12,2.29
Geospiza,BUSCO,PC13,2.24
Geospiza,BUSCO,PC14,2.19
Geospiza,BUSCO,PC15,2.15
Geospiza,BUSCO,PC16,2.07
Geospiza,BUSCO,PC17,1.96
Geospiza,BUSCO,PC18,1.95
Geospiza,BUSCO,PC19,1.87
Geospiza,BUSCO,PC20,1.84
Geospiza,BUSCO,PC21,1.74
Geospiza,BUSCO,PC22,1.69
Geospiza,BUSCO,PC23,1.68
Geospiza,BUSCO,PC24,1.55
Geospiza,BUSCO,PC25,1.54
Geospiza,BUSCO,PC26,1.49
Geospiza,BUSCO,PC27,1.48
Geospiza,BUSCO,PC28,1.44
Geospiza,BUSCO,PC29,1.43
Geospiza,BUSCO,PC30,1.37
Geospiza,BUSCO,PC31,1.24
Geospiza,BUSCO,PC32,0.67
Geospiza,353_super,PC1,19.38
Geospiza,353_super,PC2,14.25
Geospiza,353_super,PC3,10.03
Geospiza,353_super,PC4,9.66
Geospiza,353_super,PC5,8.55
Geospiza,353_super,PC6,6.92
Geospiza,353_super,PC7,5.75
Geospiza,353_super,PC8,4.57
Geospiza,353_super,PC9,4.03
Geospiza,353_super,PC10,2.54
Geospiza,353_super,PC11,2.47
Geospiza,353_super,PC12,2.06
Geospiza,353_super,PC13,1.71
Geospiza,353_super,PC14,1.58
Geospiza,353_super,PC15,1.34
Geospiza,353_super,PC16,1.18
Geospiza,353_super,PC17,0.87
Geospiza,353_super,PC18,0.68
Geospiza,353_super,PC19,0.57
Geospiza,353_super,PC20,0.53
Geospiza,353_super,PC21,0.37
Geospiza,353_super,PC22,0.28
Geospiza,353_super,PC23,0.25
Geospiza,353_super,PC24,0.16
Geospiza,353_super,PC25,0.12
Geospiza,353_super,PC26,0.09
Geospiza,353_super,PC27,0.03
Geospiza,353_super,PC28,0.01
Geospiza,353_super,PC29,0
Geospiza,353_super,PC30,0
Geospiza,353_super,PC31,0
Geospiza,353_super,PC32,0
Juglans,353_gene,PC1,14.24
Juglans,353_gene,PC2,5.9
Juglans,353_gene,PC3,3.92
Juglans,353_gene,PC4,2.49
Juglans,353_gene,PC5,2.24
Juglans,353_gene,PC6,2.18
Juglans,353_gene,PC7,2.09
Juglans,353_gene,PC8,1.99
Juglans,353_gene,PC9,1.95
Juglans,353_gene,PC10,1.89
Juglans,353_gene,PC11,1.84
Juglans,353_gene,PC12,1.77
Juglans,353_gene,PC13,1.75
Juglans,353_gene,PC14,1.69
Juglans,353_gene,PC15,1.61
Juglans,353_gene,PC16,1.57
Juglans,353_gene,PC17,1.53
Juglans,353_gene,PC18,1.49
Juglans,353_gene,PC19,1.48
Juglans,353_gene,PC20,1.47
Juglans,353_gene,PC21,1.4
Juglans,353_gene,PC22,1.38
Juglans,353_gene,PC23,1.35
Juglans,353_gene,PC24,1.33
Juglans,353_gene,PC25,1.32
Juglans,353_gene,PC26,1.29
Juglans,353_gene,PC27,1.27
Juglans,353_gene,PC28,1.25
Juglans,353_gene,PC29,1.21
Juglans,353_gene,PC30,1.2
Juglans,353_gene,PC31,1.18
Juglans,353_gene,PC32,1.17
Juglans,singlecopy,PC1,10.94
Juglans,singlecopy,PC2,4.96
Juglans,singlecopy,PC3,3.62
Juglans,singlecopy,PC4,2.66
Juglans,singlecopy,PC5,2.34
Juglans,singlecopy,PC6,1.76
Juglans,singlecopy,PC7,1.68
Juglans,singlecopy,PC8,1.66
Juglans,singlecopy,PC9,1.65
Juglans,singlecopy,PC10,1.62
Juglans,singlecopy,PC11,1.55
Juglans,singlecopy,PC12,1.53
Juglans,singlecopy,PC13,1.5
Juglans,singlecopy,PC14,1.47
Juglans,singlecopy,PC15,1.46
Juglans,singlecopy,PC16,1.45
Juglans,singlecopy,PC17,1.42
Juglans,singlecopy,PC18,1.4
Juglans,singlecopy,PC19,1.39
Juglans,singlecopy,PC20,1.39
Juglans,singlecopy,PC21,1.37
Juglans,singlecopy,PC22,1.36
Juglans,singlecopy,PC23,1.34
Juglans,singlecopy,PC24,1.32
Juglans,singlecopy,PC25,1.32
Juglans,singlecopy,PC26,1.31
Juglans,singlecopy,PC27,1.29
Juglans,singlecopy,PC28,1.28
Juglans,singlecopy,PC29,1.27
Juglans,singlecopy,PC30,1.26
Juglans,singlecopy,PC31,1.26
Juglans,singlecopy,PC32,1.25
Juglans,SCsuper,PC1,9.51
Juglans,SCsuper,PC2,4.65
Juglans,SCsuper,PC3,3.7
Juglans,SCsuper,PC4,2.59
Juglans,SCsuper,PC5,2.42
Juglans,SCsuper,PC6,1.77
Juglans,SCsuper,PC7,1.66
Juglans,SCsuper,PC8,1.57
Juglans,SCsuper,PC9,1.55
Juglans,SCsuper,PC10,1.53
Juglans,SCsuper,PC11,1.5
Juglans,SCsuper,PC12,1.46
Juglans,SCsuper,PC13,1.46
Juglans,SCsuper,PC14,1.44
Juglans,SCsuper,PC15,1.44
Juglans,SCsuper,PC16,1.42
Juglans,SCsuper,PC17,1.41
Juglans,SCsuper,PC18,1.41
Juglans,SCsuper,PC19,1.4
Juglans,SCsuper,PC20,1.38
Juglans,SCsuper,PC21,1.37
Juglans,SCsuper,PC22,1.37
Juglans,SCsuper,PC23,1.35
Juglans,SCsuper,PC24,1.35
Juglans,SCsuper,PC25,1.35
Juglans,SCsuper,PC26,1.34
Juglans,SCsuper,PC27,1.33
Juglans,SCsuper,PC28,1.32
Juglans,SCsuper,PC29,1.31
Juglans,SCsuper,PC30,1.31
Juglans,SCsuper,PC31,1.31
Juglans,SCsuper,PC32,1.3
Juglans,genome,PC1,16.55
Juglans,genome,PC2,6.74
Juglans,genome,PC3,5.44
Juglans,genome,PC4,3.31
Juglans,genome,PC5,2.14
Juglans,genome,PC6,1.79
Juglans,genome,PC7,1.71
Juglans,genome,PC8,1.7
Juglans,genome,PC9,1.58
Juglans,genome,PC10,1.55
Juglans,genome,PC11,1.52
Juglans,genome,PC12,1.52
Juglans,genome,PC13,1.44
Juglans,genome,PC14,1.41
Juglans,genome,PC15,1.4
Juglans,genome,PC16,1.37
Juglans,genome,PC17,1.32
Juglans,genome,PC18,1.32
Juglans,genome,PC19,1.3
Juglans,genome,PC20,1.29
Juglans,genome,PC21,1.27
Juglans,genome,PC22,1.25
Juglans,genome,PC23,1.23
Juglans,genome,PC24,1.22
Juglans,genome,PC25,1.21
Juglans,genome,PC26,1.2
Juglans,genome,PC27,1.19
Juglans,genome,PC28,1.18
Juglans,genome,PC29,1.14
Juglans,genome,PC30,1.13
Juglans,genome,PC31,1.12
Juglans,genome,PC32,1.1
Juglans,BUSCOsuper,PC1,9.74
Juglans,BUSCOsuper,PC2,4.72
Juglans,BUSCOsuper,PC3,3.9
Juglans,BUSCOsuper,PC4,2.81
Juglans,BUSCOsuper,PC5,2.53
Juglans,BUSCOsuper,PC6,1.88
Juglans,BUSCOsuper,PC7,1.69
Juglans,BUSCOsuper,PC8,1.51
Juglans,BUSCOsuper,PC9,1.5
Juglans,BUSCOsuper,PC10,1.5
Juglans,BUSCOsuper,PC11,1.49
Juglans,BUSCOsuper,PC12,1.46
